fpp_governability,fpp_loosemorehanby,fpp_gallagher,pv_governability,pv_loosemorehanby,pv_gallagher,mmp_0_governability,mmp_0_loosemorehanby,mmp_0_gallagher,mmp_0_lijphart,mmp_0_raes,mmp_0_enp,mmp_10_governability,mmp_10_loosemorehanby,mmp_10_gallagher,mmp_10_lijphart,mmp_10_raes,mmp_10_enp,mmp_20_governability,mmp_20_loosemorehanby,mmp_20_gallagher,mmp_20_lijphart,mmp_20_raes,mmp_20_enp,mmp_30_governability,mmp_30_loosemorehanby,mmp_30_gallagher,mmp_30_lijphart,mmp_30_raes,mmp_30_enp,mmp_40_governability,mmp_40_loosemorehanby,mmp_40_gallagher,mmp_40_lijphart,mmp_40_raes,mmp_40_enp,mmp_50_governability,mmp_50_loosemorehanby,mmp_50_gallagher,mmp_50_lijphart,mmp_50_raes,mmp_50_enp,mmp_60_governability,mmp_60_loosemorehanby,mmp_60_gallagher,mmp_60_lijphart,mmp_60_raes,mmp_60_enp,mmp_70_governability,mmp_70_loosemorehanby,mmp_70_gallagher,mmp_70_lijphart,mmp_70_raes,mmp_70_enp,mmp_80_governability,mmp_80_loosemorehanby,mmp_80_gallagher,mmp_80_lijphart,mmp_80_raes,mmp_80_enp,mmp_90_governability,mmp_90_loosemorehanby,mmp_90_gallagher,mmp_90_lijphart,mmp_90_raes,mmp_90_enp,
0.2,0.0416927318295739,0.0323162008531739,0.999999999999998,0.732714285714286,0.579916655365715,0.2,0.00999649122807017,0.00702796794708413,0.00555137844611531,0.00399859649122807,5,0.2,0.00999649122807017,0.00702796794708413,0.00555137844611531,0.00399859649122807,5,0.2,0.00999649122807017,0.00702796794708413,0.00555137844611531,0.00399859649122807,5,0.2,0.00999649122807017,0.00702796794708413,0.00555137844611531,0.00399859649122807,5,0.2,0.00999649122807017,0.00702796794708413,0.00555137844611531,0.00399859649122807,5,0.2,0.00999649122807017,0.00702796794708413,0.00555137844611531,0.00399859649122807,5,0.2,0.00999649122807017,0.00702796794708413,0.00555137844611531,0.00399859649122807,5,0.2,0.00999649122807017,0.00702796794708413,0.00555137844611531,0.00399859649122807,5,0.2,0.00999649122807017,0.00702796794708413,0.00555137844611531,0.00399859649122807,5,0.2,0.00999649122807017,0.00702796794708413,0.00555137844611531,0.00399859649122807,5,
0.2,0.0892997493734336,0.0660663094149797,0.999999999999998,0.764793483709273,0.604666128317837,0.2,0.0133152882205514,0.00877753394919423,0.00645814536340852,0.00532611528822055,4.989816700611,0.2,0.0133152882205514,0.00877753394919423,0.00645814536340852,0.00532611528822055,4.989816700611,0.2,0.0133152882205514,0.00877753394919423,0.00645814536340852,0.00532611528822055,4.989816700611,0.2,0.0133152882205514,0.00877753394919423,0.00645814536340852,0.00532611528822055,4.989816700611,0.2,0.0133152882205514,0.00877753394919423,0.00645814536340852,0.00532611528822055,4.989816700611,0.2,0.0133152882205514,0.00877753394919423,0.00645814536340852,0.00532611528822055,4.989816700611,0.2,0.0133152882205514,0.00877753394919423,0.00645814536340852,0.00532611528822055,4.989816700611,0.2,0.0133152882205514,0.00877753394919423,0.00645814536340852,0.00532611528822055,4.989816700611,0.2,0.0133152882205514,0.00877753394919423,0.00645814536340852,0.00532611528822055,4.989816700611,0.2,0.0133152882205514,0.00877753394919423,0.00645814536340852,0.00532611528822055,4.989816700611,
0.2,0.104386967418546,0.0857878973640799,0.999999999999998,0.719030576441103,0.57078953628643,0.2,0.0116160401002506,0.0075961527630368,0.00687117794486214,0.00464641604010024,4.989816700611,0.2,0.0116160401002506,0.0075961527630368,0.00687117794486214,0.00464641604010024,4.989816700611,0.2,0.0116160401002506,0.0075961527630368,0.00687117794486214,0.00464641604010024,4.989816700611,0.2,0.0116160401002506,0.0075961527630368,0.00687117794486214,0.00464641604010024,4.989816700611,0.2,0.0116160401002506,0.0075961527630368,0.00687117794486214,0.00464641604010024,4.989816700611,0.2,0.0116160401002506,0.0075961527630368,0.00687117794486214,0.00464641604010024,4.989816700611,0.2,0.0116160401002506,0.0075961527630368,0.00687117794486214,0.00464641604010024,4.989816700611,0.2,0.0116160401002506,0.0075961527630368,0.00687117794486214,0.00464641604010024,4.989816700611,0.2,0.0116160401002506,0.0075961527630368,0.00687117794486214,0.00464641604010024,4.989816700611,0.2,0.0116160401002506,0.0075961527630368,0.00687117794486214,0.00464641604010024,4.989816700611,
0.208333333333333,0.0950040100250626,0.0694998079503101,0.999999999999998,0.758087719298246,0.600184198271727,0.2,0.0102812030075188,0.00728956336548764,0.00662606516290729,0.00411248120300752,5,0.2,0.0102812030075188,0.00728956336548764,0.00662606516290729,0.00411248120300752,5,0.2,0.0102812030075188,0.00728956336548764,0.00662606516290729,0.00411248120300752,5,0.2,0.0102812030075188,0.00728956336548764,0.00662606516290729,0.00411248120300752,5,0.2,0.0102812030075188,0.00728956336548764,0.00662606516290729,0.00411248120300752,5,0.2,0.0102812030075188,0.00728956336548764,0.00662606516290729,0.00411248120300752,5,0.2,0.0102812030075188,0.00728956336548764,0.00662606516290729,0.00411248120300752,5,0.2,0.0102812030075188,0.00728956336548764,0.00662606516290729,0.00411248120300752,5,0.2,0.0102812030075188,0.00728956336548764,0.00662606516290729,0.00411248120300752,5,0.2,0.0102812030075188,0.00728956336548764,0.00662606516290729,0.00411248120300752,5,
0.233333333333333,0.132976441102757,0.0967960159229885,0.999999999999998,0.772208521303258,0.610731557033502,0.2,0.00988070175438596,0.0073519782609407,0.00692130325814538,0.00395228070175438,4.97967479674797,0.2,0.00988070175438596,0.0073519782609407,0.00692130325814538,0.00395228070175438,4.97967479674797,0.2,0.00988070175438596,0.0073519782609407,0.00692130325814538,0.00395228070175438,4.97967479674797,0.2,0.00988070175438596,0.0073519782609407,0.00692130325814538,0.00395228070175438,4.97967479674797,0.2,0.00988070175438596,0.0073519782609407,0.00692130325814538,0.00395228070175438,4.97967479674797,0.2,0.00988070175438596,0.0073519782609407,0.00692130325814538,0.00395228070175438,4.97967479674797,0.2,0.00988070175438596,0.0073519782609407,0.00692130325814538,0.00395228070175438,4.97967479674797,0.2,0.00988070175438596,0.0073519782609407,0.00692130325814538,0.00395228070175438,4.97967479674797,0.2,0.00988070175438596,0.0073519782609407,0.00692130325814538,0.00395228070175438,4.97967479674797,0.2,0.00988070175438596,0.0073519782609407,0.00692130325814538,0.00395228070175438,4.97967479674797,
0.233333333333333,0.107578446115288,0.0798237856377282,0.999999999999998,0.762314285714286,0.603335750594811,0.2,0.00786065162907269,0.00674851438032234,0.00517142857142858,0.00314426065162908,5,0.2,0.00786065162907269,0.00674851438032234,0.00517142857142858,0.00314426065162908,5,0.2,0.00786065162907269,0.00674851438032234,0.00517142857142858,0.00314426065162908,5,0.2,0.00786065162907269,0.00674851438032234,0.00517142857142858,0.00314426065162908,5,0.2,0.00786065162907269,0.00674851438032234,0.00517142857142858,0.00314426065162908,5,0.2,0.00786065162907269,0.00674851438032234,0.00517142857142858,0.00314426065162908,5,0.2,0.00786065162907269,0.00674851438032234,0.00517142857142858,0.00314426065162908,5,0.2,0.00786065162907269,0.00674851438032234,0.00517142857142858,0.00314426065162908,5,0.2,0.00786065162907269,0.00674851438032234,0.00517142857142858,0.00314426065162908,5,0.2,0.00786065162907269,0.00674851438032234,0.00517142857142858,0.00314426065162908,5,
0.2,0.0586330827067669,0.0390519437057435,0.999999999999998,0.745658646616541,0.590425401045539,0.2,0.0114962406015038,0.00784692158128906,0.00666766917293232,0.0045984962406015,4.989816700611,0.2,0.0114962406015038,0.00784692158128906,0.00666766917293232,0.0045984962406015,4.989816700611,0.2,0.0114962406015038,0.00784692158128906,0.00666766917293232,0.0045984962406015,4.989816700611,0.2,0.0114962406015038,0.00784692158128906,0.00666766917293232,0.0045984962406015,4.989816700611,0.2,0.0114962406015038,0.00784692158128906,0.00666766917293232,0.0045984962406015,4.989816700611,0.2,0.0114962406015038,0.00784692158128906,0.00666766917293232,0.0045984962406015,4.989816700611,0.2,0.0114962406015038,0.00784692158128906,0.00666766917293232,0.0045984962406015,4.989816700611,0.2,0.0114962406015038,0.00784692158128906,0.00666766917293232,0.0045984962406015,4.989816700611,0.2,0.0114962406015038,0.00784692158128906,0.00666766917293232,0.0045984962406015,4.989816700611,0.2,0.0114962406015038,0.00784692158128906,0.00666766917293232,0.0045984962406015,4.989816700611,
0.2,0.0871704260651629,0.0585599007962698,0.999999999999998,0.746130325814536,0.590583067591368,0.2,0.0100987468671679,0.00728059463554465,0.00365563909774438,0.00403949874686717,5,0.2,0.0100987468671679,0.00728059463554465,0.00365563909774438,0.00403949874686717,5,0.2,0.0100987468671679,0.00728059463554465,0.00365563909774438,0.00403949874686717,5,0.2,0.0100987468671679,0.00728059463554465,0.00365563909774438,0.00403949874686717,5,0.2,0.0100987468671679,0.00728059463554465,0.00365563909774438,0.00403949874686717,5,0.2,0.0100987468671679,0.00728059463554465,0.00365563909774438,0.00403949874686717,5,0.2,0.0100987468671679,0.00728059463554465,0.00365563909774438,0.00403949874686717,5,0.2,0.0100987468671679,0.00728059463554465,0.00365563909774438,0.00403949874686717,5,0.2,0.0100987468671679,0.00728059463554465,0.00365563909774438,0.00403949874686717,5,0.2,0.0100987468671679,0.00728059463554465,0.00365563909774438,0.00403949874686717,5,
0.2,0.0513438596491228,0.0362313491241377,0.999999999999998,0.724555889724311,0.574569257822084,0.2,0.00848671679197993,0.00638879007238095,0.00735588972431075,0.00339468671679197,4.989816700611,0.2,0.00848671679197993,0.00638879007238095,0.00735588972431075,0.00339468671679197,4.989816700611,0.2,0.00848671679197993,0.00638879007238095,0.00735588972431075,0.00339468671679197,4.989816700611,0.2,0.00848671679197993,0.00638879007238095,0.00735588972431075,0.00339468671679197,4.989816700611,0.2,0.00848671679197993,0.00638879007238095,0.00735588972431075,0.00339468671679197,4.989816700611,0.2,0.00848671679197993,0.00638879007238095,0.00735588972431075,0.00339468671679197,4.989816700611,0.2,0.00848671679197993,0.00638879007238095,0.00735588972431075,0.00339468671679197,4.989816700611,0.2,0.00848671679197993,0.00638879007238095,0.00735588972431075,0.00339468671679197,4.989816700611,0.2,0.00848671679197993,0.00638879007238095,0.00735588972431075,0.00339468671679197,4.989816700611,0.2,0.00848671679197993,0.00638879007238095,0.00735588972431075,0.00339468671679197,4.989816700611,
0.2,0.0373333333333333,0.0311515380156292,0.999999999999998,0.739979949874687,0.587237507804805,0.2,0.00876190476190475,0.0062898815596048,0.00552180451127821,0.0035047619047619,4.989816700611,0.2,0.00876190476190475,0.0062898815596048,0.00552180451127821,0.0035047619047619,4.989816700611,0.2,0.00876190476190475,0.0062898815596048,0.00552180451127821,0.0035047619047619,4.989816700611,0.2,0.00876190476190475,0.0062898815596048,0.00552180451127821,0.0035047619047619,4.989816700611,0.2,0.00876190476190475,0.0062898815596048,0.00552180451127821,0.0035047619047619,4.989816700611,0.2,0.00876190476190475,0.0062898815596048,0.00552180451127821,0.0035047619047619,4.989816700611,0.2,0.00876190476190475,0.0062898815596048,0.00552180451127821,0.0035047619047619,4.989816700611,0.2,0.00876190476190475,0.0062898815596048,0.00552180451127821,0.0035047619047619,4.989816700611,0.2,0.00876190476190475,0.0062898815596048,0.00552180451127821,0.0035047619047619,4.989816700611,0.2,0.00876190476190475,0.0062898815596048,0.00552180451127821,0.0035047619047619,4.989816700611,
